user,churn,age,housing,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,reward_rate,is_referred
56690,1,26.0,R,0,0,0,0,2,82,0,0,21,1,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,1.17,0
29487,1,30.0,R,0,0,6,0,0,186,0,0,4,1,1,0,1,0,Monthly,0,0,0,0,Aries,0,0,1.87,0
27794,1,35.0,R,7,3,43,7,3,197,0,1,29,1,1,1,0,0,Weekly,0,0,0,0,Taurus,0,0,1.77,0
46084,0,37.0,na,1,0,102,1,0,187,0,0,7,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,1.4,0
24039,1,29.0,R,0,0,0,0,0,171,0,0,16,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,1.53,0
55441,0,22.0,na,7,0,25,7,0,34,0,0,4,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,0.27,1
11943,0,34.0,R,56,7,125,56,0,321,0,0,91,1,1,0,1,0,Weekly,0,0,0,0,Gemini,1,0,2.23,1
23957,0,25.0,na,0,0,31,0,0,68,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.13,1
11937,0,40.0,na,0,0,78,0,0,194,0,0,40,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,1.8,0
55688,1,32.0,R,0,0,0,0,0,151,0,0,21,1,0,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,1.93,0
37963,0,25.0,na,0,0,58,0,0,113,0,0,20,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.95,1
13932,1,29.0,R,3,1,123,3,0,259,0,0,33,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.93,1
25542,1,37.0,R,0,0,43,0,0,210,0,0,26,1,0,0,1,2,Weekly,0,0,0,0,Libra,0,0,1.53,1
51164,0,26.0,R,4,0,37,4,0,85,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.75,0
10577,0,35.0,R,0,0,143,0,0,280,0,0,13,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.73,0
42612,0,23.0,R,2,0,85,2,0,155,0,0,26,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,1,1.5,1
28845,0,31.0,R,0,0,49,0,0,117,0,0,6,1,1,0,1,2,Weekly,0,0,0,0,Leo,0,0,1.17,1
38015,0,22.0,R,0,0,0,0,0,156,0,0,7,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.67,0
54438,0,22.0,na,1,0,36,1,0,78,0,0,4,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.67,0
1671,0,33.0,R,10,1,115,10,0,132,0,0,49,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,0.96,1
27951,0,28.0,R,0,0,21,0,0,122,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,1.5699999999999998,1
21044,1,26.0,R,0,0,0,0,1,206,0,0,15,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,2.23,0
44789,0,32.0,R,0,0,14,0,0,175,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Virgo,0,0,1.5699999999999998,0
51535,0,27.0,na,0,0,3,0,0,1,0,0,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,0.03,0
27532,1,34.0,R,0,0,0,0,0,223,0,0,12,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.3,0
52922,1,33.0,na,0,0,9,0,0,10,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,4.0,0
66471,1,20.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.0,0
36104,1,34.0,O,0,0,0,0,0,74,0,0,8,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,0.93,0
10466,0,26.0,na,1,0,44,1,0,134,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.23,1
41066,0,37.0,R,0,0,176,0,0,265,0,0,18,1,1,1,0,2,na,0,0,0,0,Aquarius,0,0,2.17,0
31005,0,30.0,R,13,0,62,13,0,111,0,0,11,1,0,1,0,0,na,0,0,0,0,Virgo,0,0,1.4300000000000002,0
39174,0,39.0,na,33,5,108,32,0,178,0,0,35,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.03,0
63325,0,50.0,na,0,0,4,0,0,0,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Pisces,0,0,0.67,0
51133,0,21.0,na,0,0,7,0,0,5,0,0,2,1,0,1,0,3,Semi-Monthly,0,0,0,0,Leo,0,0,0.13,0
46717,0,31.0,na,0,0,15,0,0,19,0,0,0,1,1,1,0,0,na,0,0,0,0,Scorpio,0,0,0.4,0
47636,1,39.0,O,0,0,0,0,0,10,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Gemini,0,0,0.0,0
52280,1,31.0,R,0,0,0,0,0,38,1,0,5,1,0,1,0,2,na,0,0,0,0,Capricorn,0,0,0.83,0
54772,1,30.0,R,5,4,24,5,0,55,0,0,5,1,0,1,0,0,na,0,0,0,0,Aries,0,0,0.5700000000000001,0
15890,0,36.0,R,0,0,0,0,0,140,1,0,34,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.3,0
8210,0,31.0,na,0,0,22,0,0,39,0,0,2,1,0,1,0,0,Monthly,0,0,0,0,Sagittarius,1,0,0.43,0
25240,0,29.0,R,0,0,60,0,0,116,0,0,6,1,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,1.1,0
3213,1,31.0,R,0,0,161,0,0,304,0,0,19,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,2.17,0
10941,1,24.0,R,15,1,85,15,0,301,0,0,13,1,1,0,1,2,Weekly,0,0,0,0,Sagittarius,0,0,2.23,0
28024,1,37.0,R,7,0,22,7,0,18,0,0,2,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,0.2,0
14988,0,26.0,R,13,2,55,13,0,108,0,0,14,1,0,0,1,3,na,0,0,0,0,Cancer,0,0,1.0,1
45590,0,42.0,na,12,1,0,12,0,248,0,0,14,1,0,0,1,0,na,0,0,0,0,Leo,0,0,2.0,0
4212,0,31.0,O,30,1,203,30,0,320,0,0,11,1,1,1,0,2,na,0,0,0,0,Capricorn,0,0,2.23,0
10395,0,40.0,na,2,2,32,2,0,55,0,0,11,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.53,1
59776,0,30.0,R,1,0,7,1,0,15,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.43,0
8387,1,26.0,R,7,2,77,6,0,250,0,0,25,1,1,0,1,0,Bi-Weekly,0,1,0,0,Capricorn,1,0,1.7,0
6001,1,33.0,R,0,0,26,0,0,166,0,0,27,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.3,1
38094,0,21.0,R,2,0,24,2,0,28,0,0,9,1,0,0,1,0,na,0,0,0,0,Taurus,0,0,0.43,1
18125,0,36.0,R,0,0,62,0,0,255,0,0,17,1,1,1,0,2,Weekly,0,0,0,0,Capricorn,0,0,1.77,0
31996,0,53.0,R,0,0,0,0,0,58,0,0,15,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.47,0
37107,0,40.0,R,0,0,0,0,0,187,0,0,17,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.93,0
64220,1,24.0,na,0,0,2,0,0,5,0,0,0,1,0,0,1,2,Bi-Weekly,0,1,0,0,Virgo,0,0,0.0,0
60398,0,18.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,Aries,0,0,0.0,0
26603,1,30.0,R,0,0,0,0,0,45,0,0,5,1,1,1,0,0,Monthly,0,0,0,0,Virgo,0,0,0.7,0
18883,0,56.0,R,1,0,56,1,0,138,0,0,48,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.2,1
56042,1,35.0,R,0,0,17,0,1,106,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.23,1
3194,0,34.0,na,1,0,47,0,0,127,0,0,11,1,1,1,0,0,Semi-Monthly,0,0,0,0,na,0,0,0.97,1
3896,1,38.0,na,0,0,0,0,0,215,0,1,39,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.43,0
48873,0,27.0,na,8,1,24,8,0,87,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,1,0,Libra,0,0,1.2,1
26379,0,27.0,R,9,0,40,9,0,184,0,0,16,1,0,0,1,0,Monthly,0,0,0,0,Virgo,1,0,1.8,1
15726,1,32.0,na,5,0,58,5,0,164,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.3,1
9864,0,30.0,R,0,0,0,0,0,258,1,0,21,1,1,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,2.33,1
47736,1,37.0,na,0,0,67,0,0,109,0,0,10,1,1,0,1,0,na,0,0,0,0,Pisces,1,0,0.87,1
68705,1,42.0,R,0,0,1,0,0,9,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.1,0
12117,0,30.0,R,0,0,125,0,0,284,0,0,3,1,0,0,1,0,Monthly,0,0,0,0,Cancer,1,0,2.23,0
14581,1,22.0,na,14,0,33,14,0,99,0,0,6,1,0,1,0,0,Weekly,0,0,0,0,Virgo,0,0,0.4,0
29160,1,30.0,na,0,0,13,0,0,37,0,0,5,1,0,1,0,0,Weekly,0,0,0,0,Gemini,0,0,0.27,0
55600,1,21.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.1,0
27945,1,61.0,na,0,0,0,0,2,29,0,0,11,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.5,0
15266,1,52.0,na,0,0,0,0,0,187,0,0,6,1,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,1.23,0
967,0,40.0,R,12,0,28,12,0,70,0,0,15,1,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,0.87,1
22292,0,32.0,R,0,0,40,0,0,85,0,0,0,1,1,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,1.0,0
27146,0,23.0,R,0,0,11,0,0,33,0,0,0,1,0,0,1,0,na,0,0,0,0,Leo,0,0,0.42,1
52543,0,34.0,R,0,0,8,0,0,7,0,0,2,1,1,1,0,0,na,0,0,0,0,Leo,0,0,0.06999999999999999,1
10848,1,21.0,R,0,0,51,0,0,111,0,0,16,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.8,1
13360,0,39.0,O,0,0,7,0,0,9,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.67,1
20975,0,21.0,R,1,0,53,1,0,100,0,0,1,1,0,0,1,0,na,0,0,0,0,Virgo,0,0,0.75,1
23287,1,32.0,R,0,0,0,0,0,56,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,0.87,0
45808,1,33.0,R,0,0,14,0,0,27,0,0,4,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.23,0
50013,0,27.0,R,0,0,91,0,0,132,0,0,7,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.17,0
18598,0,22.0,R,0,0,60,0,0,170,0,0,12,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.53,0
29621,1,40.0,R,2,0,39,0,0,95,0,0,6,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.97,0
64737,1,38.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Virgo,1,0,0.0,0
28041,1,26.0,R,1,0,44,1,0,57,0,0,9,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.47,1
29696,0,22.0,na,0,0,7,0,0,5,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.16999999999999998,0
51030,0,26.0,O,1,0,49,1,0,51,0,0,5,1,0,0,1,0,Monthly,0,0,0,0,Capricorn,1,0,0.8,0
32710,0,28.0,R,1,0,104,1,0,110,0,0,16,1,0,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.8,1
5475,1,22.0,R,0,0,0,0,0,44,0,0,1,1,0,1,1,2,Monthly,0,0,0,0,Aquarius,0,0,0.9,0
57949,0,27.0,R,0,0,68,0,0,139,0,0,17,1,1,1,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,0.73,1
2749,0,20.0,R,11,1,115,11,0,248,0,0,29,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,2.1,0
24786,0,21.0,na,0,0,8,0,0,22,0,0,2,1,0,0,1,2,Weekly,0,0,0,0,Aquarius,0,0,0.16999999999999998,1
42846,1,38.0,R,0,0,0,0,0,6,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Cancer,0,0,0.06999999999999999,1
21057,1,20.0,R,0,0,0,0,0,126,0,0,7,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.77,0
41008,0,32.0,na,0,0,0,0,0,265,0,0,35,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.37,0
20161,1,46.0,R,0,0,0,0,1,207,0,0,36,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.93,0
8059,1,29.0,R,0,0,0,0,0,195,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.17,1
7183,1,28.0,O,0,0,0,0,0,114,6,0,22,1,1,1,0,2,Bi-Weekly,0,0,0,0,Leo,0,0,1.4,1
65176,1,44.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,0.0,0
913,0,25.0,R,8,0,15,8,0,148,0,0,6,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.83,0
12560,0,25.0,R,0,0,0,0,0,58,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,1.33,1
34286,0,41.0,R,0,0,7,0,2,217,3,0,31,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,2.0,1
22580,1,19.0,R,15,0,34,15,0,88,0,0,20,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.1,0
34167,1,18.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Cancer,0,0,0.0,0
44419,1,43.0,R,1,0,53,0,0,180,0,0,10,1,0,1,0,0,Weekly,0,0,0,0,Sagittarius,1,0,1.2,1
45471,1,20.0,na,0,0,0,0,0,12,0,0,2,1,1,0,1,0,Weekly,0,0,0,0,Capricorn,0,0,0.06999999999999999,0
48284,1,27.0,na,0,0,0,0,0,10,0,0,0,1,0,1,0,4,Weekly,0,0,0,0,Taurus,0,0,0.33,0
8867,1,27.0,R,0,0,0,0,0,184,0,0,47,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,2.07,0
10736,0,33.0,R,0,0,0,0,0,128,0,0,3,1,0,0,1,0,na,0,0,0,0,Virgo,0,0,2.0,0
55935,0,24.0,R,9,5,24,9,0,56,0,0,8,1,1,0,1,2,na,0,0,0,0,Gemini,0,0,0.92,1
20533,0,39.0,R,1,0,75,1,0,206,0,0,12,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,1.53,1
20274,0,23.0,na,0,0,73,0,0,230,0,0,11,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.5699999999999998,0
66978,0,20.0,na,1,0,7,1,0,5,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.4,1
67502,0,42.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.0,0
48064,0,30.0,R,0,0,0,0,1,103,0,0,5,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.8,1
24309,1,40.0,R,0,0,16,0,0,112,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.83,1
20918,0,32.0,na,2,0,164,1,0,220,0,0,21,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.63,0
46119,1,24.0,na,0,0,0,0,0,2,0,0,1,1,0,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,0.0,0
8120,0,32.0,na,1,0,26,1,0,54,0,0,5,1,1,0,1,0,na,0,0,0,0,Pisces,0,0,0.6,0
38434,1,30.0,na,0,0,0,0,0,10,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.06999999999999999,0
12947,1,53.0,R,0,0,0,0,0,176,0,0,8,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,1.97,0
14014,0,27.0,R,2,1,7,2,0,239,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.07,1
61588,1,32.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.0,0
17210,0,41.0,O,0,0,22,0,0,63,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.75,0
69179,0,27.0,na,1,0,1,1,0,0,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,0.03,0
66334,0,29.0,R,0,0,1,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.06999999999999999,0
56730,1,28.0,na,0,0,5,0,0,5,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.43,0
26457,0,48.0,R,0,0,44,0,0,248,0,0,12,1,1,1,0,2,Bi-Weekly,0,0,0,0,Virgo,0,0,2.0,1
26115,0,42.0,na,19,1,26,18,0,205,0,0,21,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.8,1
6381,1,21.0,R,0,0,37,0,0,184,0,0,20,1,0,0,1,0,Bi-Weekly,0,0,1,0,Libra,1,0,1.67,0
18222,1,36.0,R,1,1,10,1,0,209,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.93,1
31073,0,30.0,R,5,0,81,5,0,265,0,0,14,1,1,0,1,0,na,0,0,0,0,Aquarius,1,0,2.1,1
10309,0,26.0,R,2,0,165,2,0,266,0,0,31,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.13,0
36065,1,23.0,na,0,0,7,0,0,15,0,0,3,1,0,0,1,2,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.03,1
12254,0,25.0,na,0,0,83,0,0,184,0,0,13,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.27,1
51453,0,27.0,R,0,0,1,0,0,5,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.0,0
69389,0,32.0,na,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.0,1
32473,0,32.0,R,5,0,87,5,0,264,0,0,9,1,1,1,0,0,Monthly,0,0,0,0,Gemini,0,0,1.8,0
27630,0,24.0,R,8,0,39,8,0,75,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.7,1
69187,0,29.0,na,2,0,1,0,0,6,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,0.0,0
2067,0,30.0,R,57,1,73,57,0,269,0,0,35,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,2.2,0
35023,1,30.0,na,0,0,5,0,0,0,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.0,0
57729,1,29.0,O,0,0,0,0,0,63,0,0,8,1,1,0,1,0,Bi-Weekly,0,1,1,0,Taurus,0,0,0.87,0
61389,1,20.0,na,1,0,6,1,0,3,0,0,0,1,1,0,1,3,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.1,0
39832,1,42.0,R,0,0,0,0,0,111,0,0,5,1,1,0,1,0,Monthly,0,0,0,0,Leo,0,0,1.4300000000000002,0
12020,1,29.0,R,4,0,0,4,4,249,1,0,42,1,1,0,1,0,Weekly,0,0,0,0,Taurus,1,0,2.2,1
32416,0,32.0,na,1,0,10,1,0,9,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,1,0,0.23,0
67521,0,33.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Taurus,0,0,0.0,0
16639,0,36.0,R,0,0,0,0,0,216,0,0,24,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,2.17,0
20597,1,34.0,R,0,0,0,0,0,118,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,1.97,0
68006,0,32.0,na,0,0,2,0,0,8,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.33,0
61921,1,35.0,na,0,0,5,0,0,10,0,0,0,1,1,1,0,0,na,0,0,0,0,Pisces,0,0,0.27,0
3530,1,30.0,R,26,0,64,26,0,159,0,0,19,1,0,1,0,2,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.97,0
64688,0,30.0,na,0,0,1,0,0,0,0,0,0,1,0,1,1,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.03,0
8515,0,42.0,na,0,0,0,0,1,121,0,0,18,1,1,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,1.83,0
48518,0,25.0,na,0,0,45,0,0,119,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.9,0
63086,0,28.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.0,0
28787,0,52.0,R,0,0,125,0,0,72,0,0,43,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,0.83,0
26485,1,32.0,R,1,0,16,1,0,98,0,0,7,1,0,1,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,1.0699999999999998,1
983,1,28.0,na,0,0,6,0,0,15,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,0.13,0
46928,0,35.0,O,4,1,21,4,0,25,0,0,2,1,1,0,1,2,Monthly,0,0,0,0,Leo,0,0,0.5,1
30029,1,30.0,R,0,0,0,0,0,240,0,0,10,1,1,0,1,2,Bi-Weekly,0,0,0,0,Gemini,0,0,2.17,0
41332,0,34.0,R,0,0,41,0,0,49,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.9,1
719,0,22.0,R,1,0,27,1,0,54,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.37,1
54462,1,31.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,0.06999999999999999,1
1939,0,29.0,na,8,0,51,7,0,89,0,0,7,1,1,0,1,0,Weekly,0,0,0,0,Gemini,1,0,0.73,1
18665,0,27.0,O,33,1,85,31,0,187,0,0,29,1,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.83,1
40300,1,36.0,R,3,1,67,3,0,116,0,0,13,1,1,1,0,2,na,0,0,0,0,Pisces,0,0,1.0,1
42374,1,33.0,na,0,0,0,0,0,9,0,0,0,1,1,1,0,0,Semi-Monthly,0,0,0,0,Cancer,0,0,0.06999999999999999,0
3923,1,35.0,R,30,1,45,30,0,170,0,0,18,1,1,0,1,3,na,0,0,0,0,Leo,0,0,0.83,0
42076,1,43.0,R,0,0,0,0,2,45,0,0,6,1,0,1,1,2,Monthly,0,0,0,0,na,0,1,0.73,0
23519,0,26.0,R,0,0,0,0,0,223,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,1,0,Pisces,0,0,2.53,1
151,0,42.0,na,2,0,71,2,0,199,0,0,12,1,1,1,0,0,Weekly,0,0,0,0,na,1,0,1.53,1
42238,0,34.0,na,7,0,17,7,0,39,0,0,2,1,0,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.33,0
47703,1,21.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.1,0
16031,0,30.0,na,0,0,0,0,0,193,0,0,3,1,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,1.9,0
51369,0,29.0,na,1,0,38,1,0,54,0,0,10,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,0.43,1
60047,0,52.0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,Cancer,0,0,0.0,0
43081,1,20.0,R,24,4,32,24,0,82,0,0,23,1,1,0,1,2,Weekly,0,0,0,0,Virgo,1,0,0.7,1
48788,0,28.0,R,0,0,57,0,0,123,0,0,17,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,0.77,1
22325,0,47.0,R,14,2,42,12,0,192,0,0,46,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.13,1
64054,0,29.0,R,0,0,3,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.03,0
15468,0,26.0,R,0,0,37,0,0,135,0,0,4,1,1,0,1,2,Weekly,0,0,0,0,Cancer,0,0,1.23,1
31914,0,33.0,R,13,1,65,13,0,140,0,0,11,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.7,1
13210,0,20.0,na,0,0,80,0,0,138,0,0,2,1,1,1,1,2,Weekly,0,0,0,0,na,0,0,1.13,1
32842,0,46.0,na,0,0,0,0,0,30,0,0,4,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.77,0
64000,1,43.0,na,0,0,14,0,0,49,0,0,4,1,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,0.8,1
43147,0,29.0,R,18,0,47,18,0,158,0,0,10,1,1,0,1,2,Semi-Monthly,0,0,0,0,Scorpio,1,0,1.27,1
32998,0,29.0,R,1,0,20,1,1,110,0,0,6,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,1.4,0
66770,0,20.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.0,0
53571,0,26.0,R,0,0,25,0,0,55,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Pisces,1,0,0.47,0
47658,1,42.0,R,1,0,35,1,0,118,0,0,12,1,1,1,0,0,Monthly,0,0,0,0,Aries,0,0,0.67,1
35163,1,27.0,O,1,0,161,1,0,230,0,0,10,1,1,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,1.97,1
50278,0,22.0,R,0,0,0,0,0,14,0,0,3,1,0,1,0,0,Semi-Monthly,0,0,0,0,Pisces,0,0,0.16999999999999998,0
32829,0,27.0,R,1,0,56,1,0,203,0,0,6,1,0,0,1,0,Bi-Weekly,0,1,0,0,Scorpio,0,0,1.73,0
68484,0,28.0,na,0,0,1,0,0,3,0,0,0,1,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,0.1,0
